country,amount,success,PSP,3D_secured,card,hour,day,day_of_week,multiple_attempts,retry_count
Germany,312,0,UK_Card,0,Diners,7,31,3,0,4
Germany,312,0,UK_Card,0,Diners,7,31,3,1,5
Germany,312,0,UK_Card,0,Diners,7,31,3,1,6
Germany,312,1,Moneycard,0,Diners,7,31,3,1,7
Germany,150,0,Goldcard,0,Visa,7,31,3,0,25
Germany,178,0,Simplecard,0,Diners,7,31,3,0,19
Germany,271,0,Moneycard,0,Master,7,31,3,0,24
Austria,132,0,UK_Card,0,Master,7,31,3,1,7
Austria,132,0,Simplecard,0,Master,7,31,3,0,6
Switzerland,158,0,UK_Card,0,Diners,8,31,3,0,7
Switzerland,158,0,Moneycard,0,Diners,8,31,3,1,8
Switzerland,158,1,UK_Card,0,Diners,8,31,3,1,9
Germany,263,0,Simplecard,0,Visa,8,31,3,0,31
Germany,263,1,UK_Card,0,Visa,8,31,3,1,32
Switzerland,242,1,Goldcard,0,Master,8,31,3,0,5
Germany,51,0,UK_Card,0,Master,8,31,3,0,0
Germany,51,0,Simplecard,0,Master,8,31,3,1,1
Germany,51,1,Moneycard,0,Master,8,31,3,1,2
Germany,200,0,UK_Card,0,Master,8,31,3,0,32
Germany,200,1,Simplecard,0,Master,8,31,3,1,33
Germany,365,0,UK_Card,0,Master,8,31,3,0,2
Germany,294,0,UK_Card,1,Master,8,31,3,0,20
Germany,294,0,Moneycard,1,Master,8,31,3,1,21
Germany,294,0,UK_Card,1,Master,8,31,3,1,22
Germany,276,0,Simplecard,0,Visa,8,31,3,0,6
Germany,276,0,UK_Card,0,Visa,8,31,3,1,7
Switzerland,232,0,UK_Card,0,Master,8,31,3,0,8
Austria,136,0,UK_Card,0,Diners,8,31,3,0,3
Austria,136,1,UK_Card,0,Diners,8,31,3,1,4
Germany,277,0,Moneycard,1,Master,8,31,3,0,22
Germany,167,0,Simplecard,0,Master,8,31,3,0,21
Switzerland,321,0,Goldcard,0,Visa,8,31,3,0,2
Germany,242,0,UK_Card,1,Visa,8,31,3,0,15
Germany,242,1,UK_Card,1,Visa,8,31,3,1,16
Switzerland,150,1,UK_Card,0,Visa,8,31,3,0,0
Germany,148,0,UK_Card,0,Diners,8,31,3,0,23
Germany,148,1,UK_Card,0,Diners,8,31,3,1,24
Germany,180,0,UK_Card,0,Master,8,31,3,0,20
Germany,180,0,Moneycard,0,Master,8,31,3,1,21
Germany,132,0,Goldcard,0,Master,8,31,3,0,36
Germany,366,0,UK_Card,1,Visa,8,31,3,0,4
Germany,366,0,Simplecard,1,Visa,8,31,3,1,5
Germany,276,0,Moneycard,0,Diners,8,31,3,0,7
Germany,50,1,UK_Card,0,Visa,8,31,3,0,12
Germany,157,1,Simplecard,1,Diners,9,31,3,0,15
Switzerland,233,1,Moneycard,1,Master,9,31,3,0,15
Germany,361,0,UK_Card,0,Master,9,31,3,0,1
Germany,361,0,UK_Card,0,Master,9,31,3,1,2
Germany,186,0,Simplecard,0,Master,9,31,3,0,36
Switzerland,217,0,UK_Card,0,Master,9,31,3,0,14
Switzerland,175,1,Goldcard,1,Diners,9,31,3,0,4
Austria,291,0,Simplecard,0,Visa,9,31,3,0,4
Austria,291,0,Simplecard,0,Visa,9,31,3,1,5
Germany,87,0,Moneycard,0,Diners,9,31,3,0,24
Germany,87,0,UK_Card,0,Diners,9,31,3,1,25
Germany,87,0,Simplecard,0,Diners,9,31,3,1,26
Germany,87,0,UK_Card,0,Diners,9,31,3,1,27
Germany,87,0,Simplecard,0,Diners,9,31,3,1,28
Germany,87,0,UK_Card,0,Diners,9,31,3,1,29
Germany,87,0,Simplecard,0,Diners,9,31,3,1,30
Germany,246,0,Simplecard,0,Master,9,31,3,0,21
Germany,289,0,UK_Card,0,Diners,9,31,3,0,28
Germany,289,0,Moneycard,0,Diners,9,31,3,1,29
Germany,274,0,Moneycard,0,Visa,9,31,3,0,17
Germany,181,0,Simplecard,0,Visa,9,31,3,0,14
Germany,181,0,UK_Card,0,Visa,9,31,3,1,15
Germany,181,0,Simplecard,0,Visa,9,31,3,1,16
Austria,255,0,Moneycard,0,Diners,9,31,3,0,7
Austria,255,0,UK_Card,0,Diners,9,31,3,1,8
Germany,209,1,Simplecard,0,Diners,9,31,3,0,22
Austria,56,0,UK_Card,0,Master,9,31,3,0,1
Germany,245,1,Goldcard,1,Master,9,31,3,0,10
Germany,128,0,UK_Card,0,Diners,9,31,3,0,34
Germany,128,0,Simplecard,0,Diners,9,31,3,1,35
Germany,128,0,Simplecard,0,Diners,9,31,3,1,36
Austria,271,0,Moneycard,1,Diners,9,31,3,0,6
Austria,271,0,UK_Card,1,Diners,9,31,3,1,7
Austria,271,0,UK_Card,1,Diners,9,31,3,1,8
Germany,132,1,UK_Card,0,Visa,9,31,3,0,36
Austria,276,0,UK_Card,0,Master,9,31,3,0,9
Austria,276,0,UK_Card,0,Master,9,31,3,1,10
Germany,304,1,Simplecard,0,Visa,9,31,3,0,32
Germany,44,0,Moneycard,0,Diners,9,31,3,0,8
Austria,214,0,UK_Card,0,Diners,10,31,3,0,8
Austria,214,0,Goldcard,0,Diners,10,31,3,1,9
Austria,214,0,UK_Card,0,Diners,10,31,3,1,10
Austria,214,0,UK_Card,0,Diners,10,31,3,1,11
Austria,214,0,UK_Card,0,Diners,10,31,3,1,12
Germany,258,0,UK_Card,1,Visa,10,31,3,0,12
Germany,258,0,UK_Card,1,Visa,10,31,3,1,13
Germany,258,1,Simplecard,1,Visa,10,31,3,1,14
Germany,237,0,Moneycard,0,Master,10,31,3,0,34
Austria,203,0,Simplecard,1,Visa,10,31,3,0,9
Germany,34,0,Moneycard,0,Master,10,31,3,0,13
Germany,347,0,Simplecard,0,Master,10,31,3,0,3
Germany,219,1,UK_Card,1,Master,10,31,3,0,35
Austria,541,0,UK_Card,0,Visa,10,31,3,0,0
Germany,290,0,Moneycard,0,Master,10,31,3,0,10
Austria,310,0,UK_Card,0,Master,10,31,3,0,10
Switzerland,55,1,Moneycard,0,Diners,10,31,3,0,4
Germany,115,0,Goldcard,0,Diners,10,31,3,0,9
Switzerland,334,0,Goldcard,0,Master,10,31,3,0,4
Germany,110,0,Simplecard,0,Diners,10,31,3,0,13
Switzerland,92,1,Simplecard,1,Visa,10,31,3,0,1
Germany,146,0,Moneycard,0,Master,10,31,3,0,25
Germany,12,0,Simplecard,0,Master,11,31,3,0,4
Germany,78,0,Goldcard,0,Diners,11,31,3,0,23
Germany,78,0,Moneycard,0,Diners,11,31,3,1,24
Germany,78,0,Moneycard,0,Diners,11,31,3,1,25
Germany,78,0,UK_Card,0,Diners,11,31,3,1,26
Germany,78,0,UK_Card,0,Diners,11,31,3,1,27
Switzerland,211,1,UK_Card,1,Visa,11,31,3,0,9
Germany,255,0,Moneycard,0,Master,11,31,3,0,31
Germany,255,0,UK_Card,0,Master,11,31,3,1,32
Austria,236,0,UK_Card,0,Master,11,31,3,0,11
Germany,114,0,Moneycard,0,Visa,11,31,3,0,15
Germany,134,0,Simplecard,0,Master,11,31,3,0,20
Germany,134,0,Simplecard,0,Master,11,31,3,1,21
Germany,337,0,UK_Card,1,Master,11,31,3,0,12
Germany,337,0,UK_Card,1,Master,11,31,3,1,13
Germany,337,0,Moneycard,1,Master,11,31,3,1,14
Germany,164,0,UK_Card,1,Master,11,31,3,0,39
Germany,164,0,UK_Card,1,Master,11,31,3,1,40
Switzerland,330,1,UK_Card,1,Master,11,31,3,0,3
Germany,46,0,Moneycard,0,Master,11,31,3,0,22
Germany,46,1,Simplecard,0,Master,11,31,3,1,23
Germany,249,0,UK_Card,0,Master,11,31,3,0,10
Germany,302,0,Goldcard,0,Master,11,31,3,0,13
Switzerland,207,0,UK_Card,0,Master,11,31,3,0,9
Switzerland,207,0,Simplecard,0,Master,11,31,3,1,10
Switzerland,207,1,UK_Card,0,Master,11,31,3,1,11
Germany,216,0,UK_Card,0,Visa,11,31,3,0,35
Austria,272,0,UK_Card,1,Visa,11,31,3,0,7
Austria,272,1,Goldcard,1,Visa,11,31,3,1,8
Germany,118,0,Moneycard,1,Master,11,31,3,0,16
Switzerland,256,0,UK_Card,0,Master,11,31,3,0,8
Germany,202,0,UK_Card,1,Master,11,31,3,0,40
Germany,202,0,Simplecard,1,Master,11,31,3,1,41
Germany,202,0,Simplecard,1,Master,11,31,3,1,42
Germany,202,0,UK_Card,1,Master,11,31,3,1,43
Germany,130,0,Goldcard,0,Master,12,31,3,0,13
Germany,375,0,Simplecard,1,Master,12,31,3,0,9
Germany,52,0,UK_Card,0,Visa,12,31,3,0,8
Germany,52,1,Moneycard,0,Visa,12,31,3,1,9
Switzerland,172,0,Simplecard,0,Visa,12,31,3,0,8
Germany,202,0,UK_Card,0,Master,12,31,3,0,43
Germany,202,0,Moneycard,0,Master,12,31,3,1,44
Germany,202,0,Simplecard,0,Master,12,31,3,1,45
Germany,89,0,UK_Card,0,Master,12,31,3,0,16
Switzerland,473,1,Moneycard,0,Master,12,31,3,0,0
Austria,246,0,Moneycard,0,Visa,12,31,3,0,9
Austria,269,0,UK_Card,1,Visa,12,31,3,0,1
Germany,180,0,UK_Card,1,Master,12,31,3,0,21
Austria,241,1,Goldcard,0,Master,12,31,3,0,13
Germany,354,0,UK_Card,0,Master,12,31,3,0,7
Germany,276,0,Simplecard,0,Master,12,31,3,0,7
Germany,276,0,UK_Card,0,Master,12,31,3,1,8
Germany,213,0,Moneycard,0,Visa,12,31,3,0,30
Germany,213,1,Moneycard,0,Visa,12,31,3,1,31
Switzerland,166,0,UK_Card,0,Master,12,31,3,0,4
Switzerland,166,0,UK_Card,0,Master,12,31,3,1,5
Switzerland,166,0,UK_Card,0,Master,12,31,3,1,6
Switzerland,172,0,UK_Card,1,Visa,12,31,3,0,8
Switzerland,172,0,Moneycard,1,Visa,12,31,3,1,9
Germany,158,1,Goldcard,1,Visa,12,31,3,0,26
Germany,269,0,Moneycard,0,Visa,12,31,3,0,20
Germany,269,0,Simplecard,0,Visa,12,31,3,1,21
Germany,107,0,Simplecard,1,Master,12,31,3,0,19
Germany,283,0,Moneycard,0,Master,12,31,3,0,13
Germany,283,0,Simplecard,0,Master,12,31,3,1,14
Germany,283,0,UK_Card,0,Master,12,31,3,1,15
Germany,283,0,UK_Card,0,Master,12,31,3,1,16
Austria,213,0,Simplecard,0,Master,12,31,3,0,20
Germany,217,0,UK_Card,0,Master,13,31,3,0,20
Germany,100,0,UK_Card,1,Diners,13,31,3,0,18
Germany,100,0,Goldcard,1,Diners,13,31,3,1,19
Germany,100,1,UK_Card,1,Diners,13,31,3,1,20
Switzerland,65,1,Moneycard,0,Master,13,31,3,0,0
Germany,180,0,Moneycard,0,Master,13,31,3,0,21
Germany,133,1,Moneycard,0,Master,13,31,3,0,35
Germany,151,1,Moneycard,0,Master,13,31,3,0,29
Germany,185,1,UK_Card,0,Master,13,31,3,0,20
Germany,349,0,UK_Card,0,Master,13,31,3,0,12
Austria,197,1,UK_Card,0,Master,13,31,3,0,5
Germany,335,0,Goldcard,0,Visa,13,31,3,0,12
Germany,209,0,UK_Card,1,Master,13,31,3,0,22
Germany,209,0,UK_Card,1,Master,13,31,3,1,23
Germany,209,0,UK_Card,1,Master,13,31,3,1,24
Germany,209,0,UK_Card,1,Master,13,31,3,1,25
Germany,209,0,Simplecard,1,Master,13,31,3,1,26
Germany,143,0,Moneycard,0,Master,13,31,3,0,26
Switzerland,280,0,UK_Card,0,Diners,13,31,3,0,9
Switzerland,280,0,UK_Card,0,Diners,13,31,3,1,10
Switzerland,280,0,UK_Card,0,Diners,13,31,3,1,11
Switzerland,144,1,UK_Card,0,Visa,13,31,3,0,8
Germany,331,0,Simplecard,0,Master,13,31,3,0,20
Germany,331,0,Moneycard,0,Master,13,31,3,1,21
Germany,60,0,UK_Card,1,Master,13,31,3,0,7
Germany,60,0,Moneycard,1,Master,13,31,3,1,8
Germany,60,0,Moneycard,1,Master,13,31,3,1,9
Germany,60,1,UK_Card,1,Master,13,31,3,1,10
Germany,198,0,Simplecard,0,Master,14,31,3,0,17
Germany,198,0,UK_Card,0,Master,14,31,3,1,18
Germany,58,0,UK_Card,0,Master,14,31,3,0,6
Germany,58,0,UK_Card,0,Master,14,31,3,1,7
Germany,58,1,UK_Card,0,Master,14,31,3,1,8
Germany,354,0,Simplecard,0,Visa,14,31,3,0,7
Germany,354,0,UK_Card,0,Visa,14,31,3,1,8
Germany,221,0,Simplecard,0,Master,14,31,3,0,16
Germany,221,0,Simplecard,0,Master,14,31,3,1,17
Germany,110,1,UK_Card,0,Master,14,31,3,0,13
Germany,94,1,Simplecard,1,Visa,14,31,3,0,21
Germany,138,0,UK_Card,0,Visa,14,31,3,0,18
Germany,382,0,UK_Card,0,Master,14,31,3,0,6
Germany,283,0,Moneycard,0,Master,14,31,3,0,16
Germany,283,0,Simplecard,0,Master,14,31,3,1,17
Germany,283,0,UK_Card,0,Master,14,31,3,1,18
Germany,283,1,Goldcard,0,Master,14,31,3,1,19
Germany,32,1,Simplecard,1,Master,14,31,3,0,13
Switzerland,139,1,UK_Card,0,Visa,14,31,3,0,7
Germany,109,0,UK_Card,1,Master,14,31,3,0,15
Switzerland,350,1,Goldcard,0,Master,14,31,3,0,5
Switzerland,250,0,UK_Card,0,Diners,14,31,3,0,3
Switzerland,208,1,Goldcard,0,Diners,14,31,3,0,21
Germany,109,0,Simplecard,0,Master,14,31,3,0,15
Germany,109,1,UK_Card,0,Master,14,31,3,1,16
Austria,19,1,UK_Card,0,Diners,14,31,3,0,6
Austria,137,0,UK_Card,0,Master,14,31,3,0,3
Austria,137,0,UK_Card,0,Master,14,31,3,1,4
Germany,238,0,UK_Card,0,Master,14,31,3,0,27
Germany,257,1,Moneycard,1,Master,14,31,3,0,27
Germany,52,0,UK_Card,1,Master,15,31,3,0,9
Germany,235,0,UK_Card,1,Visa,15,31,3,0,18
Germany,235,0,UK_Card,1,Visa,15,31,3,1,19
Germany,235,0,Simplecard,1,Visa,15,31,3,1,20
Germany,235,0,UK_Card,1,Visa,15,31,3,1,21
Germany,198,0,Simplecard,0,Master,15,31,3,0,18
Switzerland,270,0,UK_Card,0,Visa,15,31,3,0,5
Germany,298,0,Simplecard,0,Master,15,31,3,0,21
Germany,321,0,UK_Card,0,Visa,15,31,3,0,20
Germany,321,1,Moneycard,0,Visa,15,31,3,1,21
Germany,28,0,UK_Card,0,Diners,15,31,3,0,21
Germany,28,1,UK_Card,0,Diners,15,31,3,1,22
Switzerland,199,0,Moneycard,0,Visa,15,31,3,0,10
Austria,87,1,Simplecard,0,Diners,15,31,3,0,5
Germany,173,0,UK_Card,0,Master,15,31,3,0,41
Austria,308,0,Moneycard,0,Master,15,31,3,0,4
Austria,308,0,UK_Card,0,Master,15,31,3,1,5
Germany,94,0,UK_Card,0,Master,15,31,3,0,21
Germany,222,0,Moneycard,0,Diners,15,31,3,0,38
Germany,222,0,UK_Card,0,Diners,15,31,3,1,39
Germany,222,0,Simplecard,0,Diners,15,31,3,1,40
Germany,222,0,Simplecard,0,Diners,15,31,3,1,41
Germany,222,0,Moneycard,0,Diners,15,31,3,1,42
Switzerland,10,0,UK_Card,1,Master,15,31,3,0,0
Switzerland,10,1,Simplecard,1,Master,15,31,3,1,1
Germany,269,0,UK_Card,1,Master,15,31,3,0,21
Germany,269,0,UK_Card,1,Master,15,31,3,1,22
Switzerland,276,0,Simplecard,0,Visa,15,31,3,0,10
Switzerland,276,0,Simplecard,0,Visa,15,31,3,1,11
Switzerland,276,0,Simplecard,0,Visa,15,31,3,1,12
Switzerland,276,0,UK_Card,0,Visa,15,31,3,1,13
Switzerland,276,1,Goldcard,0,Visa,15,31,3,1,14
Switzerland,204,0,Moneycard,0,Visa,15,31,3,0,12
Switzerland,204,0,UK_Card,0,Visa,15,31,3,1,13
Germany,318,0,Moneycard,0,Diners,15,31,3,0,17
Germany,197,1,Goldcard,0,Master,16,31,3,0,17
Switzerland,117,0,UK_Card,0,Master,16,31,3,0,10
Switzerland,117,0,Simplecard,0,Master,16,31,3,1,11
Germany,48,1,Goldcard,0,Visa,16,31,3,0,33
Germany,246,0,Simplecard,1,Master,16,31,3,0,21
Germany,246,0,UK_Card,1,Master,16,31,3,1,22
Switzerland,100,1,Simplecard,0,Visa,16,31,3,0,2
Germany,184,1,UK_Card,1,Master,16,31,3,0,58
Austria,68,0,Simplecard,0,Master,16,31,3,0,7
Austria,68,0,Moneycard,0,Master,16,31,3,1,8
Austria,68,0,Simplecard,0,Master,16,31,3,1,9
Austria,68,0,UK_Card,0,Master,16,31,3,1,10
Germany,288,0,UK_Card,0,Master,16,31,3,0,27
Germany,343,0,Simplecard,1,Master,16,31,3,0,7
Germany,343,1,Simplecard,1,Master,16,31,3,1,8
Germany,67,0,Moneycard,0,Visa,16,31,3,0,10
Austria,118,0,UK_Card,0,Master,16,31,3,0,6
Austria,118,0,UK_Card,0,Master,16,31,3,1,7
Austria,25,0,Simplecard,0,Visa,16,31,3,0,0
Austria,25,0,UK_Card,0,Visa,16,31,3,1,1
Germany,297,0,UK_Card,1,Master,16,31,3,0,16
Germany,297,0,UK_Card,1,Master,16,31,3,1,17
Germany,297,0,UK_Card,1,Master,16,31,3,1,18
Germany,273,0,Moneycard,0,Master,16,31,3,0,20
Germany,273,0,UK_Card,0,Master,16,31,3,1,21
Germany,232,0,UK_Card,0,Master,16,31,3,0,29
Germany,232,0,UK_Card,0,Master,16,31,3,1,30
Germany,305,0,UK_Card,0,Master,16,31,3,0,11
Germany,305,0,UK_Card,0,Master,16,31,3,1,12
Germany,305,0,Simplecard,0,Master,16,31,3,1,13
Germany,305,0,UK_Card,0,Master,16,31,3,1,14
Germany,305,1,Moneycard,0,Master,16,31,3,1,15
Germany,177,1,Simplecard,0,Visa,16,31,3,0,35
Switzerland,298,0,UK_Card,0,Master,16,31,3,0,4
Switzerland,298,0,Simplecard,0,Master,16,31,3,1,6
Switzerland,298,0,Simplecard,0,Master,16,31,3,1,5
Germany,190,0,UK_Card,0,Master,16,31,3,0,25
Germany,294,0,UK_Card,0,Master,17,31,3,0,22
Germany,294,0,UK_Card,0,Master,17,31,3,1,23
Switzerland,68,0,Simplecard,0,Master,17,31,3,0,0
Germany,294,0,UK_Card,0,Master,17,31,3,0,23
Germany,294,0,Moneycard,0,Master,17,31,3,1,24
Germany,294,0,Simplecard,0,Master,17,31,3,1,25
Austria,251,0,Simplecard,0,Visa,17,31,3,0,5
Germany,296,1,Simplecard,1,Visa,17,31,3,0,20
Switzerland,140,0,Simplecard,0,Master,17,31,3,0,13
Germany,164,0,Moneycard,0,Master,17,31,3,0,40
Germany,218,0,Moneycard,0,Master,17,31,3,0,23
Germany,186,1,Simplecard,1,Visa,17,31,3,0,36
Germany,231,0,Moneycard,0,Master,17,31,3,0,18
Switzerland,99,0,Goldcard,1,Visa,17,31,3,0,2
Switzerland,99,0,UK_Card,1,Visa,17,31,3,1,3
Germany,421,1,Moneycard,0,Diners,17,31,3,0,6
Germany,164,0,UK_Card,0,Master,17,31,3,0,40
Germany,164,0,Simplecard,0,Master,17,31,3,1,41
Switzerland,309,0,UK_Card,0,Master,17,31,3,0,3
Switzerland,309,0,UK_Card,0,Master,17,31,3,1,4
Austria,166,0,Simplecard,0,Master,17,31,3,0,15
Austria,166,1,UK_Card,0,Master,17,31,3,1,16
Austria,229,0,Simplecard,0,Master,17,31,3,0,6
Switzerland,101,0,Moneycard,0,Master,17,31,3,0,6
Switzerland,101,0,Simplecard,0,Master,17,31,3,1,7
Germany,345,0,Simplecard,0,Diners,17,31,3,0,7
Germany,122,0,Simplecard,1,Master,17,31,3,0,15
Germany,117,1,Moneycard,0,Master,17,31,3,0,15
Germany,420,0,UK_Card,0,Diners,17,31,3,0,4
Germany,420,0,Simplecard,0,Diners,17,31,3,1,5
Germany,420,0,UK_Card,0,Diners,17,31,3,1,6
Germany,401,0,UK_Card,0,Master,17,31,3,0,4
Switzerland,32,0,UK_Card,0,Master,17,31,3,0,12
Switzerland,32,0,Simplecard,0,Master,17,31,3,1,13
Switzerland,32,0,UK_Card,0,Master,17,31,3,1,14
Austria,145,0,UK_Card,0,Master,17,31,3,0,5
Germany,320,1,Simplecard,0,Master,18,31,3,0,17
Austria,151,0,UK_Card,0,Diners,18,31,3,0,7
Austria,151,1,UK_Card,0,Diners,18,31,3,1,8
Germany,101,0,Moneycard,0,Visa,18,31,3,0,16
Germany,265,0,UK_Card,0,Master,18,31,3,0,24
Germany,265,0,UK_Card,0,Master,18,31,3,1,25
Germany,265,1,UK_Card,0,Master,18,31,3,1,26
Germany,432,0,Simplecard,0,Diners,18,31,3,0,6
Germany,432,0,Moneycard,0,Diners,18,31,3,1,7
Germany,432,0,Moneycard,0,Diners,18,31,3,1,8
Germany,179,0,Moneycard,0,Master,18,31,3,0,27
Germany,179,0,UK_Card,0,Master,18,31,3,1,28
Germany,237,0,UK_Card,0,Visa,18,31,3,0,34
Austria,361,0,Simplecard,0,Master,18,31,3,0,1
Switzerland,298,0,UK_Card,1,Master,18,31,3,0,6
Austria,36,0,Simplecard,0,Master,18,31,3,0,1
Germany,169,0,Simplecard,0,Diners,18,31,3,0,20
Germany,169,1,Moneycard,0,Diners,18,31,3,1,21
Switzerland,194,0,UK_Card,0,Master,18,31,3,0,7
Switzerland,194,1,UK_Card,0,Master,18,31,3,1,8
Switzerland,102,0,UK_Card,0,Master,18,31,3,0,5
Switzerland,102,1,Moneycard,0,Master,18,31,3,1,6
Germany,74,0,UK_Card,0,Master,18,31,3,0,11
Germany,74,0,Simplecard,0,Master,18,31,3,1,12
Switzerland,297,0,UK_Card,1,Visa,18,31,3,0,2
Switzerland,297,0,Simplecard,1,Visa,18,31,3,1,3
Germany,277,0,UK_Card,0,Visa,18,31,3,0,22
Germany,25,0,Moneycard,0,Visa,18,31,3,0,15
Germany,25,0,UK_Card,0,Visa,18,31,3,1,16
Germany,25,0,UK_Card,0,Visa,18,31,3,1,17
Germany,25,1,UK_Card,0,Visa,18,31,3,1,18
Switzerland,98,0,UK_Card,0,Master,19,31,3,0,7
Switzerland,98,0,UK_Card,0,Master,19,31,3,1,8
Switzerland,98,0,UK_Card,0,Master,19,31,3,1,9
Switzerland,98,0,UK_Card,0,Master,19,31,3,1,10
Switzerland,98,0,UK_Card,0,Master,19,31,3,1,11
Switzerland,98,0,Simplecard,0,Master,19,31,3,1,12
Germany,358,0,UK_Card,0,Master,19,31,3,0,7
Germany,358,0,Simplecard,0,Master,19,31,3,1,8
Germany,358,0,UK_Card,0,Master,19,31,3,1,9
Germany,236,1,UK_Card,1,Master,19,31,3,0,33
Germany,302,1,UK_Card,1,Master,19,31,3,0,13
Germany,328,0,UK_Card,0,Master,19,31,3,0,14
Germany,328,0,Goldcard,0,Master,19,31,3,1,15
Germany,328,0,UK_Card,0,Master,19,31,3,1,16
Switzerland,121,0,Moneycard,0,Visa,19,31,3,0,8
Switzerland,121,0,UK_Card,0,Visa,19,31,3,1,9
Switzerland,197,0,Simplecard,0,Diners,19,31,3,0,4
Germany,145,0,Moneycard,1,Diners,19,31,3,0,20
Germany,324,1,UK_Card,0,Master,19,31,3,0,10
Germany,160,0,UK_Card,1,Diners,19,31,3,0,29
Germany,248,0,UK_Card,1,Visa,19,31,3,0,21
Germany,248,0,UK_Card,1,Visa,19,31,3,1,22
Germany,248,0,Simplecard,1,Visa,19,31,3,1,23
Germany,248,1,Simplecard,1,Visa,19,31,3,1,24
Germany,132,1,Goldcard,0,Master,19,31,3,0,36
Switzerland,56,0,Simplecard,0,Diners,19,31,3,0,2
Switzerland,56,0,Moneycard,0,Diners,19,31,3,1,3
Germany,27,0,UK_Card,0,Diners,19,31,3,0,10
Germany,193,0,Moneycard,0,Visa,19,31,3,0,17
Germany,219,1,UK_Card,0,Diners,19,31,3,0,35
Switzerland,198,1,Goldcard,1,Master,19,31,3,0,12
Germany,136,0,Goldcard,0,Visa,19,31,3,0,23
Austria,151,0,Simplecard,1,Master,19,31,3,0,8
Austria,151,0,Simplecard,1,Master,19,31,3,1,9
Germany,255,0,Moneycard,1,Visa,20,31,3,0,32
Switzerland,181,0,Simplecard,0,Master,20,31,3,0,13
Switzerland,230,0,UK_Card,0,Master,20,31,3,0,10
Switzerland,230,0,UK_Card,0,Master,20,31,3,1,11
Switzerland,215,0,UK_Card,1,Diners,20,31,3,0,11
Austria,210,1,UK_Card,1,Master,20,31,3,0,10
Germany,290,0,UK_Card,0,Visa,20,31,3,0,10
Germany,306,0,Simplecard,0,Master,20,31,3,0,29
Germany,336,1,Simplecard,0,Master,20,31,3,0,12
Germany,154,0,UK_Card,0,Visa,20,31,3,0,30
Germany,154,0,UK_Card,0,Visa,20,31,3,1,31
Germany,154,0,UK_Card,0,Visa,20,31,3,1,32
Germany,154,0,Simplecard,0,Visa,20,31,3,1,33
Switzerland,216,0,UK_Card,0,Master,20,31,3,0,9
Austria,192,0,Simplecard,0,Master,20,31,3,0,5
Austria,192,0,Moneycard,0,Master,20,31,3,1,6
Germany,176,1,UK_Card,0,Visa,20,31,3,0,16
Germany,224,0,UK_Card,1,Visa,20,31,3,0,13
Germany,132,0,Goldcard,0,Diners,20,31,3,0,36
Germany,132,0,Simplecard,0,Diners,20,31,3,1,37
Germany,132,1,Moneycard,0,Diners,20,31,3,1,38
Germany,59,0,Simplecard,0,Diners,20,31,3,0,18
Germany,59,1,Moneycard,0,Diners,20,31,3,1,19
Austria,121,1,UK_Card,1,Diners,20,31,3,0,1
Germany,331,0,UK_Card,0,Master,20,31,3,0,21
Germany,331,0,UK_Card,0,Master,20,31,3,1,22
Austria,20,0,UK_Card,1,Master,20,31,3,0,0
Austria,20,0,Goldcard,1,Master,20,31,3,1,1
Austria,20,0,Moneycard,1,Master,20,31,3,1,2
Switzerland,141,0,UK_Card,0,Master,20,31,3,0,19
Austria,28,0,Simplecard,0,Master,20,31,3,0,3
Germany,220,1,UK_Card,0,Diners,21,31,3,0,20
Germany,158,0,UK_Card,0,Visa,21,31,3,0,26
Austria,180,0,UK_Card,0,Master,21,31,3,0,12
Austria,180,0,UK_Card,0,Master,21,31,3,1,13
Germany,333,0,Moneycard,0,Visa,21,31,3,0,9
Germany,333,0,UK_Card,0,Visa,21,31,3,1,10
Germany,333,0,Simplecard,0,Visa,21,31,3,1,11
Germany,333,0,UK_Card,0,Visa,21,31,3,1,12
Switzerland,182,0,Simplecard,0,Master,21,31,3,0,13
Switzerland,182,0,Simplecard,0,Master,21,31,3,1,14
Austria,214,0,UK_Card,0,Master,21,31,3,0,12
Germany,216,0,UK_Card,0,Visa,21,31,3,0,35
Germany,216,0,Moneycard,0,Visa,21,31,3,1,36
Germany,216,0,UK_Card,0,Visa,21,31,3,1,37
Germany,216,1,Moneycard,0,Visa,21,31,3,1,38
Germany,268,0,Simplecard,1,Diners,21,31,3,0,19
Germany,187,0,UK_Card,0,Master,21,31,3,0,31
Germany,187,0,Simplecard,0,Master,21,31,3,1,32
Germany,258,0,Simplecard,0,Master,21,31,3,0,14
Germany,258,0,UK_Card,0,Master,21,31,3,1,15
Germany,258,0,Moneycard,0,Master,21,31,3,1,16
Germany,101,0,UK_Card,0,Diners,21,31,3,0,16
Germany,101,0,UK_Card,0,Diners,21,31,3,1,17
Germany,101,0,Goldcard,0,Diners,21,31,3,1,18
Switzerland,266,0,Goldcard,0,Master,21,31,3,0,6
Switzerland,253,0,UK_Card,0,Visa,21,31,3,0,22
Germany,149,0,UK_Card,0,Master,21,31,3,0,33
Germany,149,0,UK_Card,0,Master,21,31,3,1,34
Austria,396,1,Goldcard,1,Master,21,31,3,0,0
Germany,326,0,UK_Card,1,Master,21,31,3,0,9
Germany,326,0,UK_Card,1,Master,21,31,3,1,10
Germany,326,0,UK_Card,1,Master,21,31,3,1,11
